INVU,비 
병,눈
Summer (Feat. 박재범),눈
"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",사랑
"19금EVERYTHING (Feat. 창모, Coogie, ASH ISLAND & BIBI))",비
높이 (Feat. 이하이) (Prod. GRAY),외로움
Blessed-Cursed,눈
I Always,사랑
하기나 해 (Feat. Loco),사랑
바코드 (Prod. GroovyRoom),사랑
Airplane pt.2,외로움
널 너무 사랑해서 (Feat. 정은지 of 에이핑크),사랑
쉴 곳 (Feat. 김영흠),사랑
친구여 (Feat. 인순이),사랑
"19금곡예사 Remix(feat. Basick, P-TYPE, Skull, SIKBOY, Olltii, MINOS, Brown Tigger, JAZZMAL)",비
구원 (Prod. Kidstone),사랑
Okey Dokey,외로움
"거지 (Feat. YUNHWAY, Jhnovr, JUSTHIS)",외로움
한여름밤의 꿀 : 다시 여름,사랑
왈왈,비
"iii (Feat. 베이식, Kid Milli & 팔로알토) (Prod. 코드 쿤스트)",비
어떤,사랑
We are Bulletproof : the Eternal,사랑
왜 이렇게,사랑
Save (Feat. 팔로알토)(Prod. 코드 쿤스트),외로움
내가 그리웠니 (Feat. 진실 Of Mad Soul Child),사랑
Outro : Wings,비
Memories... (Smiling Tears),사랑
거기서거기 (Without You),여행
19금거북선 (Feat. 팔로알토),비
"꽃 (flower) (Feat. 박재범, 우원재, 기리보이)",비
Cherry Bomb,눈
이등병의 DM,눈
모래성,사랑
19금Better Than Yesterday,비
Oh Yeah (Feat. 박봄),사랑
굿모닝 (Feat. 권정열 Of 10cm),사랑
포르쉐,비
원해 (Feat. 팔로알토) (Prod. 코드 쿤스트),비
"BERMUDA TRIANGLE (Feat. Crush, DEAN)",사랑
새로고침,외로움
리듬 타 (RHYTHM TA),눈
Drama (Feat. 거미),사랑
City,외로움
Right away (Feat. pH-1),눈
"담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)",사랑
스무살이 왜이리 능글맞아 (Feat. 숀 (SHAUN)),사랑
"+82 (Prod. 다이나믹 듀오, THAMA)",사랑
Text Me,비
BAAAM (Feat. Muzie Of UV),비
So Fresh (Feat. 김태우) (위대한 캣츠비 OST 삽입곡),비
Break,사랑
1분 1초 (Feat. 타루),사랑
그리고 그후,사랑
"Yay (Feat. 이영지, JAMIE (제이미) & 팔로알토) (Prod. 코드 쿤스트)",비
호불호 (Feat. 기리보이) (Prod. By GRAY),사랑
RPM 8000,비
19금냉탕에 상어 (Feat. 블랙넛),비
발할라 (Valhalla) (Feat. Hash Swan & Yami Tommy),사랑
Epiphany,눈
"Don't Flex on me (Feat. jayci yucca, 김효은)",사랑
"한강 gang megamix (Feat. 장석훈, CHANGMO, Coogie, SUPERBEE, Beenzino, ZENE THE ZILLA)",비
"입장정리 (Feat. 최자 Of 다이나믹듀오, Simon D Of 슈프림팀)",사랑
Fadeaway,비
뭐가 널 그렇게 힘들게 해 (Feat. 릴러말즈 (Leellamarz)),사랑
"요즘것들 (Feat. ZICO, DEAN)",눈
이혼서류,이별
"19금범퍼카 (Feat. NO:EL, Young B)",비
Chase the Star,이별
Prequel,외로움
BREAK UP,이별
모래시계,사랑
맵고짜고단거 (Feat. 페노메코),비
돈 Call Me (Prod.BRLLNT),비
우리집 고양이 츄르를 좋아해 (Feat. 염따),비
Pied Piper,사랑
불 좀 꺼줄래,눈
광장동에서,이별
내 생애 가장 행복한 시간 Part.2 (Feat. 양다일),사랑
N분의1 (Feat. 다이나믹듀오),눈
골리앗,눈
잠이 들어야 (Feat. 헤이즈),눈
시차,눈
Vampire,사랑
Forever (Prod. By GRAY),비
Alligator,눈
IMJMWDP (Prod. By 기리보이),사랑
소년은 커다란 모험 앞에 서있다,여행
STAB (Feat. eaJ) (Prod. dress),사랑
"내일은 없다 (Feat. lIlBOI, nafla)",비
"Pray On Sunday (Feat. Knave, D-HACK, GIST)",여행
19금내 머리속의 지우개(feat. 창모)(prod. Kidstone),비
"Misfits (Feat. MELOH, Kid Wine)",외로움
"Double Up (Feat. 염따, The Quiett, 머쉬베놈, 래원)",비
룰루랄라 (Lululala),비
19금Heu ! (Full Ver.),비
지켜야해 (Feat. Coogie),사랑
19금문제아 (Full Ver.),비
"털어! (Feat. M1NU, Veinyfl, Swervy, 래원, 이영지, Lil Nekh, D.Ark)",비
BRB,비
That's Wolf,비
Amino Acid,눈
남아있어 (Feat. Crush),비
나만 모르게 (Feat. T),사랑
포커페이스,사랑
Jealousy,눈
Fire (Feat. ASH ISLAND),사랑
REMEDY (Feat. 청하 (CHUNG HA)),눈
It's Okay (Feat. 화요비),사랑
기도 (Feat. 이영현),사랑
쉬가릿,사랑
Make You Mine (Feat. JUSTHIS),사랑
깡 Official Remix,비
One of a Kind (feat. Sarah Kang),비
흑백영화 (Prod. BOYCOLD),사랑
했던 말 (Prod. CODE KUNST),비
문제 (Feat. 쿠기 (Coogie)),눈
Without You,사랑
새로고침 (Feat. GRAY),외로움
어린 왕자 (Prod. Godic),비
Inner Child,외로움
그리고 돌아섰다,사랑
미안해서 미안해 (Feat. G.NA),사랑
Bk Love (feat. 이해리 of 다비치),사랑
Solo (Feat. Hoody),사랑
그리워하는 것까지,사랑
Return,눈
PANG!,사랑
Selfish,사랑
Homebody,외로움
"NOAH (Feat. 박재범, Hoody)",비
Wait For Me,눈
죽도록 사랑해 (Feat. 박정현),사랑
"Face ID (Feat. GIRIBOY, Sik-K, JUSTHIS)",눈
덮어 (Feat. 로꼬),눈
"밤하늘의 ☆따위 (Feat. KOONTA (쿤타), RETA (레타))",사랑
High High,눈
사랑해 (Feat. 윤은혜),사랑
"PROTO TYPE (feat. 베이식 (Basick), San E)",비
"LOVE (Feat. Bumkey, Paloalto)",이별
19금돈이 하게 했어,비
여름안에서,사랑
LATELY (Feat. Hoody),사랑
낙원,비
Ring Ring (Prod. Slom & Fisherman),사랑
19금Wifey (feat. 사이먼 도미닉),비
나를 떠나가지 마,비
19금One More Rollie (Feat. 김효은 & Hash Swan),비
Miss Right,사랑
사랑이 그렇게 쉬워 (Feat. 태인),사랑
I’m in L but (Song by 줍에이 (Joob A)),비
Paranoid Remix (Feat. CHANGMO & Paul Blanco),눈
인생은 즐거워,눈
리제로,사랑
Hold The Line,눈
절대 (prod. Kidstone),사랑
크레용 (Crayon),비
꽃 (Prod. AVIN),비
비행소년 (Feat. 거미),사랑
FANXY CHILD (Feat. FANXY CHILD),사랑
19금집에 가지마,비
"가다 (Feat. 사이먼 도미닉, The Quiett) (Prod. SLO)",사랑
"파티피플 (Feat. 염따, Uneducated Kid)",비
Ma Boy 2 (Feat. 효린),사랑
FANTASIA,사랑
오빠차,눈
춥다 (Feat. 이하이),눈
19금Interlude,비
This Love,비
에너지 (Feat. 선예),사랑
The Time Goes On,비
X,눈
NO BREAK (Prod. GooseBumps & 사이먼 도미닉),비
Justin Bieber (Feat. 박재범),눈
Action! (Feat. GRAY),사랑
로켓,사랑
인생은 나쁜X,외로움
namchin,눈
Lambo! (Feat. UNEDUCATED KID),눈
땡땡땡,사랑
"있어주라 (Feat. Leellamarz, 뱃사공, The Quiett)",비
SWIPE,사랑
독 (Feat. E-Sens Of 슈프림팀),눈
우리들이 있었다 (Feat. Skinny Brown),사랑
"Pass the Rhyme (Feat. Changmo, Dok2)",비
19금그랑프리 (Feat. Beenzino),비
"윈윈 (Feat. 개코, BewhY) (Prod. BewhY)",외로움
Ring My Bell (Feat. 나얼 Of Brown Eyed Soul),사랑
"호랑나비 (Feat. Gill, 리듬파워, 김흥국)",눈
Shut Up & Groove (Feat. DEAN),사랑
Fix you (1393),사랑
우리 (Feat. 미노이),비
Cold (Feat. 수퍼비) (Prod. Way Ched),외로움
경우의 수 (Feat. CHANGMO) (Prod. Way Ched),비
"하루종일 (Feat. DJ SQ, 한요한)",비
견딜만해 (Feat. 효린 Of 씨스타),비
지구는 멸망하지 않아,이별
"19금작두 (Feat. 넉살, Huckleberry P)",비
TRUE (Feat. Beenzino) (Prod. Way Ched),사랑
아침에 (Feat. Bryn),비
쩔어 (GD & T.O.P),사랑
전부 지나갈 테니 아끼지 말자 우린,사랑
고생이 많아 (Feat. Zion.T) (Prod. Fisherman),사랑
지나쳐 (Feat. DEAN),눈
My Last (Feat. 로꼬 & GRAY),눈
Laputa (Feat. Crush),눈
5 Gawd,비
"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)",사랑
Do My Best (Feat. 제시) (Prod. Way Ched),비
전혀 (Feat. 우원재) (Prod. GroovyRoom),비
충분히 예뻐 (feat. 산체스 Of 팬텀),사랑
멀어 (Feat. Beenzino),이별
무단침입 (Trespass),사랑
내 목소리 들리지,사랑
Wash Away (Feat. 에일리),사랑
그땐 어렸으니까,비
도쿄 (Feat. 유라 (youra)),이별
나는 내일 과거의 너와 만난다 (Feat. 김미정 yourbeagle),사랑
World Domination,눈
"아퍼 (Band Ver.) (Feat. 영비, YUNHWAY, Lil tachi, 한요한, JUSTHIS, 스윙스)",눈
"business boy (Feat. 김농밀, BLOO)",비
run! (feat. JUSTHIS),눈
뭐 (Feat. 원슈타인),사랑
Dionysus,사랑
너무해 (Feat. JUSTHIS),사랑
"GOTT (Feat. MOON, 우원재 & Jvcki Wai)",사랑
불면 (不眠),사랑
수취인불명,눈
안아줘 (Prod. VAN.C),사랑
"스즈란 (Feat. Kid Milli, Nafla, Loco)",눈
ELEVATOR FLOW,사랑
First Rollie (feat. Seori),비
Supernova (Feat. Dut2),눈
맘 편히 (Comfortable),사랑
가족관계증명서 (Feat. 김필),눈
She's mine (Feat. ASH ISLAND) (Prod. TOIL),눈
너희가 힙합을 아느냐?,눈
"너랑 달라 (한림체육관 X 한요한, 저스디스 (JUSTHIS))",눈
믿어 (Feat. Crush),눈
Cupid (Feat. PENOMECO),눈
Hello Bitches,사랑
Life Goes On (Feat. pH-1),사랑
"DONE (Feat. Jayci Yucca, Skinny Brown)",사랑
Dear mom,사랑
"Face ID (Feat. 기리보이, Sik-K, JUSTHIS)",눈
FREAK LIKE ME,이별
O (Feat. 이하이),사랑
Trivia 轉 : Seesaw,사랑
불꽃 (Feat. 조현아 Of 어반자카파),사랑
Over,이별
Follow,외로움
보조개,이별
Fall,비
키보드 (Prod. By Hansen),눈
On My Way (Feat. Zion.T),눈
RING RING (Feat. 개코),눈
All Alright,비
북 (Prod. SLO),눈
"3호선 매봉역 (Feat. Paloalto, Beenzino)",눈
"시발점 Remix (Feat. 버벌진트, Beenzino)",비
NO HOOK,사랑
19금한국,비
다줄께 (Feat. 송지은),사랑
출첵 (Feat. 나얼 For Brown Eyed Soul),비
라식,눈
19금니가 알던 내가 아냐 (Prod. By GRAY),비
연결고리#힙합,사랑
DEADSTAR (Feat. CHANGMO),사랑
고래의 꿈 (Falling In Love Again) (Feat. 김영근),사랑
Right Now,사랑
19금끝 (prod. Kidstone),비
너를 사랑한다는 말이 발음 안돼 (Art. WET BOY) (Feat. 누구 ?),사랑
COUNTIN MY GUAP,외로움
북향 (Feat. 오혁),비
Like Me (Prod. Mokyo),비
외대 옥상,사랑
나쁜맛,눈
티키타 (Feat. 릴보이 (lIlBOI)),눈
PARACHUTE (Feat. 오혁 & Dok2),눈
MIA,비
후회는 없어 (Feat. 베이지),사랑
잠깐만,외로움
NoNo (Feat. 사이먼 도미닉) (Prod. 코드 쿤스트),눈
"Xlove (Feat. JAEHA, 로꼬)",사랑
Puppy Love,비
Airplane Mode (Feat. Leellamarz),사랑
Serendipity (Full Length Edition),사랑
부어라 비워라 (Tricker) (Prod. GroovyRoom),눈
Too Much (With 서인영) (우리결혼했어요 화제곡),사랑
날개뼈 (Hot Wings) (Feat. 효린 Of Sistar),사랑
19금Gone,비
당신의 밤 (Feat. 오혁),사랑
귀감 (Feat. ZENE THE ZILLA),사랑
독기,사랑
연애 (Feat. Hanyi),사랑
"Hula Hoops (Feat. Beenzino, 화사)",눈
PAY DAY (Prod. GRAY),외로움
HAMBURGER SONG (feat. lIlBOI),외로움
Forgot U (Feat. BLOO),눈
I Hated Myself (Tablo's Word),외로움
"Red Sun (Feat. ZICO, Swings)",눈
시간은우리편이아니었단말야,사랑
도시생활,비
"Forward (Feat. Skinny Brown, GIST)",외로움
"Hero (Feat. JUSTHIS, Golden) (Prod. GroovyRoom)",비
Kill Me Tonight,눈
너만 볼래 (Feat. 태인),사랑
나 왜이래 (Feat. 강민희 Of 미스에스),사랑
134340,사랑
I Don't Love You (Feat. 쿠기),사랑
BITION WAY,사랑
X (Butterfly),이별
G+Jus Freestyle (Prod. GroovyRoom),눈
Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),눈
"19금Swoosh Flow Remix (Feat. 365lit, ZENE THE ZILLA, Chamane, Paul Blanco, Damndef, 김효은 & Northfacegawd)",비
어때 (Feat. 하림),외로움
"Hungry (feat. Ourealgoat, LIL GIMCHI)  (prod. Kidstone)",비
너를 사랑하진 않아 (Feat. 케이시),사랑
빽!,외로움
DNA Remix,비
억 (Feat. CHANGMO) (Prod. CHANGMO),사랑
마이동풍,사랑
(Bonus Track) Always Awake,눈
Business class (Feat. JUSTHIS),여행
Fake Rock Star (Feat. NO:EL),이별
야야야 (Feat. 미란이),외로움
거짓말 (Feat. 이해리 Of 다비치),사랑
지금 술 한잔 했어,사랑
Jay Park (Feat. CHANGMO) (Prod. THE NEED),비
HEAT,눈
인간중독 (Feat. 유라 (youra)) (Prod. TOIL),사랑
바다 (Feat. 기리보이) (Prod. 기리보이),사랑
옜다 (Take It) (Prod. GroovyRoom),사랑
하루만,눈
뜨거워 완전 Totally Hot (Feat. 던밀스),사랑
Long Run (Feat. 호미들),눈
달링 (DARLING) (Feat. 크러쉬),사랑
노래 (Feat. 한요한),사랑
Sorry Not Sorry,사랑
오랜만이야 (Feat. Zion.T),사랑
Hate You (Feat. 우원재) (Prod. 코드 쿤스트),사랑
욱 (UGH!),비
Danger,비
니 숨결 (Feat. 김승민),사랑
나는... (Feat. Ivy),사랑
너의 하루 (바른연애 길잡이 X 로꼬),눈
Enchanted Propaganda,비
우린 시간앞에 무엇을 선택해야 할까 (Feat. 22) (Prod. Way Ched),사랑
내 마음 들리나요 (Feat. 이하이),사랑
다 그대로,사랑
Fly (Feat. Amin. J of Soulciety),사랑
피워 (Feat. Street Baby),눈
19금Honmono (Feat. Black Nut),비
될 대로 되라고 해 (느낌 So Good),비
PARADISE (Feat. meenoi),눈
Regular (Korean Ver.),눈
눈치없긴 (Feat. 유주),눈
독,눈
봄 같던 그녀가 춥대 (Feat. 페노메코),사랑
팔베개 (Feat. 기현) (Pillow),사랑
내 얘기 같아 (Feat. 헤이즈),이별
Stand Up,사랑
쟤넨 다 바보,사랑
난 널 원해,이별
네비 (Feat. ASH ISLAND),외로움
그래도 남자니까 (Feat. 이상인),비
죽을만큼 아파서 Part.2 (Feat. 스웨덴세탁소),사랑
뻔뻔 (Feat. Rakon),사랑
AIRPLANE,외로움
내 눈에는 (Feat. 이재훈),눈
No.5 (Feat. Crush),비
Lost,비
Evergreen (Feat. 이지혜),눈
이별후애 (Feat. 주보라),사랑
Blurry in my hotel room (Feat. Kuzi),외로움
19금코케인 러브♥ (Feat. Yescoba),비
못먹는 감 (Sour Grapes),사랑
아까워,비
제설,눈
성인,사랑
A STAR IS BORN,비
"어디 (Feat. DEAN, ZICO)",외로움
시공간,사랑
시작이 좋아 (Feat. 강민희 Of 미스에스),비
하하호호,사랑
운명처럼,사랑
mmm (feat. oceanfromtheblue),눈
One of Them (Feat. JUSTHIS & EK),눈
LINDA (Feat. 윤미래),사랑
화창한 봄날에 (Feat. Kuan),사랑
돌아갈 순 없을까 (Feat. 김세정),사랑
Smoking Dreams,눈
봄비 (feat. Rakon),사랑
Simon Says,눈
Coffee,비
너 때문이야 (Feat. Soulman),사랑
파란색 (blue),비
Change (Feat. GRAY) (Prod. 코드 쿤스트),사랑
불꽃놀이 (Fireworks),사랑
OUTRO,비
궁금해 (Prod. GRAY),비
러브미 (love me) (feat. Hoody),사랑
Punch,비
Champagne,사랑
연기 (With 헤이즈),사랑
19금U N E D U C A T E D K I D,비
LOVE IN DA CAR,비
Good Love (Feat. BSK a.k.a 김범수),눈
Louder than bombs,비
19금100 (Feat. 천재노창),비
취한 밤 (Feat. 진실 of Mad Soul Child),사랑
양아치,눈
뜨래요 (Feat. 앙리 Of 3B),사랑
She Deserves (Feat. 창모 (CHANGMO)),사랑
귀가 (feat. KOONTA(쿤타)),비
지구멸망 (Feat. KIRIN) (Prod. GroovyRoom),사랑
트로트랩,비
불면증 (Feat. Bobby Kim),사랑
실,이별
굿모닝 (Feat. 원슈타인),사랑
조퇴 (Feat. 안병웅),사랑
SOS (Feat. CHANGMO),사랑
짠해 (Cheerz),눈
Ctrl C + Ctrl V,눈
119 REMIX,눈
19금VENI VIDI VICI (Feat. DJ Wegun),비
"Spin The Block (Feat. Paul Blanco, 365LIT, LIL GIMCHI)",비
119 (Feat. GRAY),눈
산산조각 (Feat. ASH ISLAND),눈
마음으로 하는 말 (Feat. Hanyi),사랑
SMILE (Feat. 보이비) (Prod. WOOGIE),이별
Bad News Cypher vol.2 (Feat. TakeOne),사랑
생각해 (Feat. 박재범),비
달리 (Dally) (Feat. GRAY),눈
Gone (Feat. 주희 Of 에이트),비
19금Drive Thru,비
MOMM (Feat. JUSTHIS) (Prod. 코드 쿤스트),눈
HERE (Feat. 빈첸 (VINXEN)) (Prod. CODE KUNST),사랑
Shawty (feat. 쿠기 (Coogie)),사랑
웬수 (Feat. BIBI),비
달려,눈
알렉산더처럼 왕 (Feat. GRAY),사랑
OKAY (Feat. 스윙스),눈
"19금Rosario (Feat. CL, ZICO)",비
Paris,이별
"아가씨 (Feat. ZENE THE ZILLA, 머쉬베놈)",비
흥탄소년단,사랑
왔다,사랑
굽 (Feat. Loco),사랑
when i was your man (Prod. BOYCOLD),사랑
싱숭생숭 (SsSs),눈
솔아솔아 푸르른 솔아,눈
19금양손에 (Feat. 수퍼비),비
랑데뷰 (Rendezvous),사랑
O,사랑
"행성 (This Night) (Feat. Blue.D, Jhnovr)",외로움
슬피 우는 새 (Feat. 이수영),외로움
토요일의 끝에서 (Feat. Blacknut),비
19금미친놈 (Feat. 제시),비
19금Amazing (Feat. Paul Blanco & Jvcki Wai),비
기다렸다 가,눈
Diablo (Feat. JUSTHIS),이별
SUPER STARLIGHT,눈
Here,사랑
오태식,비
"고장난 선풍기 (Feat. 개리, 효린 Of 씨스타)",사랑
전부 다 (Feat. Skinny Brown),눈
How R U,사랑
사랑한적없다해줘차라리날,사랑
神메뉴,사랑
"헬리콥터 (Feat. Kid Milli, NO:EL)",사랑
"불 (Feat. 김효은, The Quiett, 던밀스 (Don Mills))",사랑
물망초 (Feat. 신용재),이별
Bition Boyz,비
Check-in,사랑
널 사랑하지 않는 건 내 답 안에 없어 (Feat. HEMO),사랑
별 헤는 밤 (Prod. CODE KUNST),사랑
환상공중전화,비
골프왕 (Prod. By twlv),비
19금원래 난 이랬나,비
초사이언 (Feat. 블랙넛),사랑
STAY THE NIGHT (Feat. DeVita),이별
두 개였으면 해 (Feat. The Quiett),비
SEARCH (Feat. 카더가든),눈
"Come Back (Feat. Leellamarz, Hash Swan, Skinny Brown)",비
19금Puss (Prod.by 라이머),비
필라멘트 (Feat. BSK A.K.A 김범수),눈
HAVE A GOOD TRIP,사랑
미란아,사랑
